Iteration,Error_psi,Error_omega
609,1.090667198541803e-05,0.003405371059632777
610,1.0900786449322217e-05,0.0033980056101890225
611,1.0894912228826985e-05,0.003390667937535264
612,1.0889049283027475e-05,0.003383357892087597
613,1.0883197571233854e-05,0.0033760753253102046
614,1.0877357052969782e-05,0.0033688200897050123
615,1.0871527687970768e-05,0.003361592038803706
616,1.086570943618312e-05,0.003354391027158562
617,1.0859902257762e-05,0.0033472169103338496
618,1.0854106113070421e-05,0.0033400695448970452
619,1.0848320962677404e-05,0.003332948788410071
620,1.0842546767357228e-05,0.003325854499421489
621,1.0836783488087174e-05,0.003318786537457329
622,1.0831031086046872e-05,0.0033117447630129563
623,1.082528952261661e-05,0.003304729037545236
624,1.0819558759375915e-05,0.003297739223463878
625,1.0813838758102437e-05,0.0032907751841237676
626,1.080812948077044e-05,0.0032838367838167876
627,1.08024308895494e-05,0.0032769238877638717
628,1.0796742946802957e-05,0.0032700363621071616
629,1.079106561508753e-05,0.0032631740739024013
630,1.078539885715069e-05,0.0032563368911113803
631,1.0779742635930301e-05,0.003249524682593755
632,1.0774096914553237e-05,0.0032427373181002682
633,1.0768461656333683e-05,0.003235974668264872
634,1.0762836824772421e-05,0.0032292366045974627
635,1.0757222383555254e-05,0.0032225229994766427
636,1.0751618296551844e-05,0.0032158337261419816
637,1.0746024527814575e-05,0.0032091686586876896
638,1.0740441041577177e-05,0.003202527672055424
639,1.0734867802253789e-05,0.003195910642026317
640,1.0729304774437628e-05,0.0031893174452151
641,1.0723751922899537e-05,0.003182747959062928
642,1.0718209212587333e-05,0.0031762020618302292
643,1.0712676608624322e-05,0.0031696796325901473
644,1.0707154076308225e-05,0.0031631805512222816
645,1.0701641581109911e-05,0.0031567046984053615
646,1.0696139088672392e-05,0.003150251955611264
647,1.0690646564809912e-05,0.003143822205098288
648,1.0685163975506281e-05,0.003137415329904617
649,1.0679691286914367e-05,0.003131031213842251
650,1.0674228465354465e-05,0.0031246697414904993
651,1.0668775477313632e-05,0.003118330798190029
652,1.0663332289444415e-05,0.0031120142700360896
653,1.0657898868563679e-05,0.0031057200438729606
654,1.0652475181651975e-05,0.0030994480072876404
655,1.0647061195851892e-05,0.0030931980486040415
656,1.064165687846726e-05,0.0030869700568770526
657,1.0636262196962532e-05,0.0030807639218860617
658,1.063087711896088e-05,0.0030745795341297795
659,1.0625501612244126e-05,0.0030684167848205766
660,1.0620135644750894e-05,0.003062275565877917
661,1.0614779184576316e-05,0.0030561557699237763
662,1.060943219997048e-05,0.0030500572902761084
663,1.0604094659337611e-05,0.0030439800209437545
664,1.0598766531235498e-05,0.003037923856620898
665,1.0593447784373801e-05,0.0030318886926816242
666,1.0588138387613578e-05,0.0030258744251743224
667,1.0582838309966236e-05,0.003019880950816706
668,1.0577547520592521e-05,0.0030139081669899185
669,1.0572265988801561e-05,0.003007955971734023
670,1.0566993684050035e-05,0.003002024263742017
671,1.0561730575941145e-05,0.0029961129423554662
672,1.0556476634223633e-05,0.0029902219075588223
673,1.0551231828791183e-05,0.0029843510599744895
674,1.054599612968104e-05,0.0029785003008581624
675,1.0540769507073525e-05,0.002972669532093622
676,1.0535551931290896e-05,0.0029668586561873646
677,1.0530343372796621e-05,0.0029610675762642797
678,1.0525143802194351e-05,0.0029552961960631944
679,1.051995319022708e-05,0.0029495444199311664
680,1.051477150777656e-05,0.0029438121528191194
681,1.0509598725861789e-05,0.0029380993002773733
682,1.0504434815638927e-05,0.00293240576845077
683,1.049927974839993e-05,0.0029267314640742375
684,1.049413349557189e-05,0.0029210762944679703
685,1.048899602871615e-05,0.0029154401675332677
686,1.0483867319527495e-05,0.0029098229917477857
687,1.0478747339833542e-05,0.0029042246761610533
688,1.047363606159361e-05,0.0028986451303899857
689,1.046853345689781e-05,0.0028930842646152323
690,1.0463439497966721e-05,0.002887541989576062
691,1.0458354157150425e-05,0.0028820182165660104
692,1.0453277406927238e-05,0.00287651285742966
693,1.0448209219903716e-05,0.0028710258245572503
694,1.0443149568813331e-05,0.002865557030881267
695,1.0438098426515643e-05,0.002860106389872079
696,1.0433055765996155e-05,0.0028546738155337155
697,1.042802156036467e-05,0.0028492592224002903
698,1.0422995782855385e-05,0.0028438625255310657
699,1.041797840682558e-05,0.00283848364050742
700,1.0412969405755011e-05,0.0028331224834286387
701,1.0407968753245306e-05,0.0028277789709075575
702,1.0402976423019126e-05,0.0028224530200674685
703,1.0397992388919324e-05,0.0028171445485372227
704,1.0393016624908393e-05,0.0028118534744487047
705,1.0388049105067961e-05,0.002806579716431971
706,1.0383089803597468e-05,0.0028013231936120787
707,1.0378138694813912e-05,0.002796083825605392
708,1.0373195753151257e-05,0.002790861532515629
709,1.0368260953159243e-05,0.0027856562349300685
710,1.0363334269503164e-05,0.002780467853917033
711,1.0358415676962862e-05,0.0027752963110208007
712,1.0353505150432334e-05,0.002770141528258697
713,1.0348602664918873e-05,0.0027650034281181614
714,1.0343708195542371e-05,0.0027598819335526432
715,1.0338821717534745e-05,0.0027547769679782583
716,1.0333943206239265e-05,0.002749688455270315
717,1.0329072637109903e-05,0.0027446163197601082
718,1.0324209985710474e-05,0.0027395604862313658
719,1.0319355227714598e-05,0.002734520879916723
720,1.0314508338904104e-05,0.002729497426495235
721,1.03096692951693e-05,0.0027244900520884984
722,1.0304838072507876e-05,0.0027194986832570793
723,1.0300014647024263e-05,0.002714523246997917
724,1.0295198994929244e-05,0.002709563670741006
725,1.0290391092539094e-05,0.0027046198823463445
726,1.0285590916275129e-05,0.0026996918101000293
727,1.028079844266305e-05,0.002694779382712092
728,1.0276013648332301e-05,0.0026898825293131955
729,1.02712365100156e-05,0.00268500117945088
730,1.026646700454802e-05,0.0026801352630879344
731,1.0261705108866828e-05,0.0026752847105976324
732,1.025695080001053e-05,0.0026704494527625467
733,1.0252204055118564e-05,0.002665629420770072
734,1.0247464851430508e-05,0.0026608245462103356
735,1.0242733166285632e-05,0.0026560347610736744
736,1.023800897712229e-05,0.0026512599977464462
737,1.0233292261477372e-05,0.002646500189009241
738,1.0228582996985466e-05,0.00264175526803386
739,1.0223881161379036e-05,0.002637025168380394
740,1.0219186732486919e-05,0.002632309823994401
741,1.021449968823451e-05,0.0026276091692043263
742,1.0209820006642847e-05,0.0026229231387187523
743,1.0205147665828065e-05,0.0026182516676232603
744,1.0200482644001097e-05,0.0026135946913784422
745,1.0195824919466853e-05,0.0026089521458165774
746,1.0191174470624062e-05,0.0026043239671398465
747,1.018653127596419e-05,0.0025997100919164288
748,1.0181895314071368e-05,0.002595110457079332
749,1.0177266563621768e-05,0.002590524999922946
750,1.0172645003382956e-05,0.002585953658100415
751,1.0168030612213693e-05,0.00258139636962163
752,1.0163423369062851e-05,0.002576853072850483
753,1.0158823252969537e-05,0.0025723237065022947
754,1.0154230243062156e-05,0.0025678082096415302
755,1.0149644318558077e-05,0.0025633065216792306
756,1.0145065458763224e-05,0.002558818582370357
757,1.0140493643071379e-05,0.002554344331811846
758,1.0135928850963733e-05,0.0025498837104400217
759,1.0131371062008663e-05,0.002545436659028095
760,1.0126820255860907e-05,0.002541003118684018
761,1.0122276412261161e-05,0.002536583030848212
762,1.0117739511035782e-05,0.0025321763372909267
763,1.0113209532096173e-05,0.0025277829801097665
764,1.0108686455438239e-05,0.0025234029017287087
765,1.0104170261142148e-05,0.0025190360448944164
766,1.0099660929371712e-05,0.00251468235267446
767,1.0095158440373706e-05,0.002510341768455113
768,1.0090662774478173e-05,0.002506014235939698
769,1.0086173912096893e-05,0.00250169969914539
770,1.0081691833723807e-05,0.002497398102401991
771,1.0077216519934164e-05,0.002493109390349057
772,1.0072747951384211e-05,0.002488833507934474
773,1.0068286108810582e-05,0.00248457040041152
774,1.0063830973030113e-05,0.0024803200133377773
775,1.0059382524939292e-05,0.002476082292571947
776,1.0054940745513533e-05,0.0024718571842727087
777,1.0050505615807412e-05,0.0024676446348964203
778,1.0046077116953492e-05,0.002463444591194655
779,1.0041655230162587e-05,0.0024592570002127706
780,1.0037239936722645e-05,0.00245508180928777
781,1.0032831217998984e-05,0.00245091896604565
782,1.0028429055433381e-05,0.0024467684184011603
783,1.0024033430544031e-05,0.0024426301145537106
784,1.0019644324924846e-05,0.0024385040029868943
785,1.0015261720245172e-05,0.0024343900324660292
786,1.0010885598249437e-05,0.0024302881520365076
787,1.0006515940756613e-05,0.0024261983110216404
788,1.0002152729659948e-05,0.0024221204590208502
789,9.997795946926466e-06,0.0024180545459084653
790,9.993445574596671e-06,0.002414000521830547
791,9.989101594784149e-06,0.002409958337204364
792,9.984763989674961e-06,0.0024059279427159123
793,9.980432741527536e-06,0.0024019092893180767
794,9.976107832672176e-06,0.0023979023282292857
795,9.971789245510724e-06,0.0023939070109311247
796,9.967476962516017e-06,0.002389923289167781
797,9.963170966231689e-06,0.002385951114942815
798,9.958871239271808e-06,0.00238199044051781
799,9.954577764320329e-06,0.0023780412184119617
800,9.950290524130774e-06,0.0023741034013983423
801,9.946009501526227e-06,0.002370176942503849
802,9.941734679398237e-06,0.002366261795006833
803,9.937466040707265e-06,0.002362357912435388
804,9.933203568481666e-06,0.0023584652485660372
805,9.928947245817741e-06,0.0023545837574216505
806,9.924697055879138e-06,0.002350713393270372
807,9.920452981896825e-06,0.0023468541106237946
808,9.916215007168316e-06,0.002343005864234985
809,9.911983115057503e-06,0.002339168609097513
810,9.907757288994619e-06,0.0023353423004432335
811,9.903537512475212e-06,0.0023315268937417278
812,9.899323769060586e-06,0.0023277223446973084
813,9.895116042376682e-06,0.002323928609248809
814,9.890914316114616e-06,0.0023201456435675708
815,9.886718574029428e-06,0.0023163734040556835
816,9.882528799940422e-06,0.0023126118473448397
817,9.878344977730409e-06,0.0023088609302947165
818,9.874167091345887e-06,0.0023051206099916023
819,9.869995124796105e-06,0.0023013908437465188
820,9.86582906215317e-06,0.002297671589094314
821,9.861668887551402e-06,0.0022939628037921336
822,9.85751458518749e-06,0.0022902644458175823
823,9.853366139319594e-06,0.0022865764733678226
824,9.849223534267612e-06,0.0022828988448577595
825,9.84508675441219e-06,0.00227923151891862
826,9.84095578419507e-06,0.002275574454397119
827,9.836830608118439e-06,0.0022719276103535285
828,9.832711210744628e-06,0.002268290946060576
829,9.828597576695829e-06,0.002264664421001612
830,9.82448969065388e-06,0.0022610479948704113
831,9.820387537359986e-06,0.002257441627568297
832,9.816291101614114e-06,0.0022538452792042088
833,9.812200368275096e-06,0.0022502589100924183
834,9.808115322259966e-06,0.0022466824807517004
835,9.804035948543929e-06,0.002243115951904003
836,9.799962232160207e-06,0.0022395592844727252
837,9.79589415819914e-06,0.0022360124395825083
838,9.791831711808603e-06,0.002232475378556536
839,9.787774878193126e-06,0.002228948062916203
840,9.78372364261409e-06,0.002225430454379946
841,9.779677990389141e-06,0.00222192251486139
842,9.775637906891883e-06,0.0022184242064686942
843,9.771603377552032e-06,0.0022149354915028284
844,9.767574387854501e-06,0.002211456332456988
845,9.763550923339522e-06,0.002207986692014625
846,9.759532969602467e-06,0.002204526533049037
847,9.755520512293083e-06,0.00220107581862134
848,9.751513537115795e-06,0.0021976345119802706
849,9.747512029829011e-06,0.002194202576560108
850,9.74351597624509e-06,0.002190779975980146
851,9.739525362230013e-06,0.002187366674043411
852,9.735540173702991e-06,0.0021839626347350213
853,9.731560396636492e-06,0.0021805678222217998
854,9.727586017055583e-06,0.002177182200850554
855,9.723617021038106e-06,0.0021738057351475535
856,9.719653394713895e-06,0.0021704383898169177
857,9.715695124265365e-06,0.002167080129739398
858,9.711742195926026e-06,0.002163730919971948
859,9.707794595981363e-06,0.002160390725746292
860,9.70385231076801e-06,0.00215705951246728
861,9.699915326673694e-06,0.0021537372457129723
862,9.695983630136763e-06,0.002150423891232755
863,9.692057207646292e-06,0.002147119414946336
864,9.688136045741487e-06,0.002143823782943085
865,9.684220131011525e-06,0.0021405369614807836
866,9.680309450095548e-06,0.002137258916984128
867,9.676403989682221e-06,0.0021339896160448794
868,9.672503736509362e-06,0.0021307290254196512
869,9.668608677363996e-06,0.002127477112029672
870,9.66471879908189e-06,0.0021242338429590096
871,9.66083408854753e-06,0.0021209991854546106
872,9.656954532693659e-06,0.002117773106924596
873,9.653080118501064e-06,0.0021145555749374012
874,9.649210832998472e-06,0.0021113465572209036
875,9.645346663262497e-06,0.0021081460216614244
876,9.641487596416886e-06,0.0021049539363027017
877,9.63763361963261e-06,0.0021017702693450495
878,9.633784720127829e-06,0.0020985949891443698
879,9.629940885167267e-06,0.0020954280642112204
880,9.626102102062149e-06,0.0020922694632100488
881,9.622268358170323e-06,0.002089119154957742
882,9.618439640895168e-06,0.002085977108423256
883,9.614615937686403e-06,0.0020828432927265427
884,9.610797236039127e-06,0.0020797176771376012
885,9.606983523493946e-06,0.002076600231075496
886,9.603174787636761e-06,0.0020734909241077763
887,9.59937101609823e-06,0.0020703897259491343
888,9.595572196554092e-06,0.0020672966064611453
889,9.591778316724342e-06,0.002064211535650467
890,9.587989364373481e-06,0.002061134483668919
891,9.584205327310272e-06,0.0020580654208122787
892,9.580426193387214e-06,0.0020550043175191824
893,9.576651950500592e-06,0.002051951144370581
894,9.572882586590216e-06,0.002048905872088631
895,9.56911808963936e-06,0.0020458684715362967
896,9.565358447674092e-06,0.0020428389137161994
897,9.561603648763636e-06,0.0020398171697695857
898,9.557853681019865e-06,0.0020368032109759596
899,9.554108532597133e-06,0.002033797008751919
900,9.550368191692128e-06,0.0020307985346508513
901,9.54663264654363e-06,0.002027807760361447
902,9.542901885432341e-06,0.0020248246577073623
903,9.539175896680652e-06,0.0020218491986462445
904,9.535454668652477e-06,0.0020188813552690574
905,9.531738189753217e-06,0.0020159210997992257
906,9.528026448429065e-06,0.0020129684045919636
907,9.5243194331675e-06,0.002010023242133219
908,9.520617132496539e-06,0.0020070855850395407
909,9.5169195349849e-06,0.00200415540605629
910,9.513226629241537e-06,0.0020012326780581183
911,9.509538403915789e-06,0.0019983173740472393
912,9.505854847696773e-06,0.001995409467153092
913,9.502175949313621e-06,0.00199250893063144
914,9.498501697534946e-06,0.0019896157378642065
915,9.494832081168925e-06,0.001986729862357826
916,9.491167089062888e-06,0.001983851277743156
917,9.487506710103326e-06,0.001980979957774678
918,9.483850933215747e-06,0.001978115876329592
919,9.48019974736427e-06,0.0019752590074073244
920,9.476553141551347e-06,0.001972409325128442
921,9.472911104818344e-06,0.001969566803734651
922,9.469273626244332e-06,0.001966731417587512
923,9.465640694946642e-06,0.001963903141167853
924,9.462012300080354e-06,0.001961081949075153
925,9.458388430838456e-06,0.0019582678160269987
926,9.454769076451125e-06,0.001955460716858071
927,9.451154226186006e-06,0.0019526606265200819
928,9.447543869347978e-06,0.001949867520080112
929,9.443937995278928e-06,0.0019470813727211912
930,9.440336593357501e-06,0.0019443021597404127
931,9.436739652998887e-06,0.0019415298565493976
932,9.433147163655044e-06,0.0019387644386727229
933,9.429559114814076e-06,0.0019360058817479812
934,9.42597549600035e-06,0.0019332541615244456
935,9.422396296774128e-06,0.0019305092538632724
936,9.418821506731602e-06,0.0019277711347359574
937,9.41525111550466e-06,0.0019250397802246606
938,9.411685112760701e-06,0.0019223151665209207
939,9.408123488202313e-06,0.0019195972699249378
940,9.404566231567647e-06,0.0019168860668454994
941,9.401013332629534e-06,0.0019141815337991416
942,9.397464781195913e-06,0.0019114836474093374
943,9.393920567109344e-06,0.0019087923844061958
944,9.390380680247077e-06,0.0019061077216259
945,9.38684511052058e-06,0.0019034296360096181
946,9.383313847875961e-06,0.0019007581046032534
947,9.379786882293026e-06,0.0018980931045571912
948,9.376264203785702e-06,0.0018954346131252538
949,9.372745802401918e-06,0.001892782607663972
950,9.369231668222965e-06,0.0018901370656326036
951,9.365721791363812e-06,0.0018874979645920542
952,9.362216161972842e-06,0.0018848652822047213
953,9.358714770231486e-06,0.0018822389962335222
954,9.355217606354313e-06,0.0018796190845414209
955,9.351724660589098e-06,0.001877005525091395
956,9.348235923215896e-06,0.0018743982959451096
957,9.344751384547645e-06,0.0018717973752629018
958,9.341271034929849e-06,0.001869202741302691
959,9.337794864740335e-06,0.001866614372420634
960,9.334322864388955e-06,0.00186403224706888
961,9.330855024317866e-06,0.001861456343796356
962,9.327391335000938e-06,0.0018588866412477278
963,9.323931786944012e-06,0.001856323118163086
964,9.320476370684423e-06,0.001853765753376982
965,9.317025076791039e-06,0.0018512145258185104
966,9.313577895864289e-06,0.0018486694145101415
967,9.310134818535497e-06,0.0018461303985680038
968,9.306695835467414e-06,0.0018435974572006066
969,9.303260937353597e-06,0.0018410705697086691
970,9.299830114918262e-06,0.0018385497154848826
971,9.296403358916633e-06,0.0018360348740127067
972,9.292980660134295e-06,0.001833526024866743
973,9.289562009387335e-06,0.0018310231477113726
974,9.286147397522072e-06,0.001828526222301036
975,9.282736815415171e-06,0.0018260352284793402
976,9.279330253972963e-06,0.0018235501461782242
977,9.27592770413209e-06,0.0018210709554184715
978,9.272529156858715e-06,0.0018185976363082534
979,9.269134603148698e-06,0.0018161301690433837
980,9.265744034027423e-06,0.0018136685339061403
981,9.262357440549776e-06,0.0018112127112654183
982,9.258974813799692e-06,0.001808762681575923
983,9.255596144890443e-06,0.0018063184253778366
984,9.252221424964227e-06,0.0018038799232961643
985,9.248850645192118e-06,0.0018014471560406922
986,9.245483796773954e-06,0.0017990201044053556
987,9.24212087093828e-06,0.0017965987492671923
988,9.238761858942209e-06,0.001794183071586867
989,9.235406752070975e-06,0.0017917730524075882
990,9.232055541638445e-06,0.001789368672854942
991,9.228708218986413e-06,0.0017869699141362346
992,9.225364775484774e-06,0.0017845767575403275
993,9.222025202531391e-06,0.0017821891844367502
994,9.21868949155189e-06,0.0017798071762761595
995,9.215357633999594e-06,0.0017774307145887436
996,9.212029621355356e-06,0.0017750597809845906
997,9.208705445127477e-06,0.0017726943571531968
998,9.20538509685171e-06,0.00177033442486262
999,9.202068568090829e-06,0.0017679799659595138
1000,9.198755850434795e-06,0.0017656309623686355
1001,9.195446935500683e-06,0.0017632873960920703
1002,9.192141814932184e-06,0.0017609492492091418
1003,9.188840480400025e-06,0.001758616503876265
1004,9.185542923601497e-06,0.0017562891423259564
1005,9.182249136260292e-06,0.001753967146866852
1006,9.178959110126642e-06,0.001751650499882897
1007,9.175672836977083e-06,0.0017493391838334683
1008,9.172390308614372e-06,0.0017470331812526256
1009,9.169111516867326e-06,0.0017447324747487023
1010,9.165836453590881e-06,0.0017424370470044584
1011,9.162565110665556e-06,0.0017401468807755507
1012,9.15929747999793e-06,0.0017378619588918347
1013,9.156033553520136e-06,0.0017355822642550075
1014,9.152773323189835e-06,0.0017333077798397623
1015,9.149516780990207e-06,0.0017310384886927732
1016,9.146263918929734e-06,0.001728774373932518
1017,9.143014729042137e-06,0.0017265154187487718
1018,9.139769203386236e-06,0.0017242616064021062
1019,9.136527334045985e-06,0.0017220129202239185
1020,9.133289113130226e-06,0.001719769343615594
1021,9.130054532772558e-06,0.00171753086004851
1022,9.126823585131376e-06,0.0017152974530636727
1023,9.123596262389617e-06,0.0017130691062712399
1024,9.12037255675487e-06,0.001710845803349609
1025,9.117152460458992e-06,0.0017086275280464172
1026,9.113935965758291e-06,0.0017064142641768862
1027,9.110723064933183e-06,0.0017042059956238879
1028,9.107513750288243e-06,0.0017020027063379664
1029,9.104308014152157e-06,0.001699804380336747
1030,9.101105848877323e-06,0.0016976110017042376
1031,9.097907246840184e-06,0.0016954225545907453
1032,9.094712200440774e-06,0.0016932390232130257
1033,9.09152070210273e-06,0.001691060391853326
1034,9.088332744273377e-06,0.0016888866448588325
1035,9.08514831942338e-06,0.0016867177666420737
1036,9.081967420046725e-06,0.0016845537416802546
1037,9.078790038660655e-06,0.0016823945545149028
1038,9.075616167805565e-06,0.0016802401897514953
1039,9.072445800044961e-06,0.0016780906320590927
1040,9.06927892796522e-06,0.0016759458661702428
1041,9.066115544175738e-06,0.0016738058768805836
1042,9.062955641308505e-06,0.001671670649048122
1043,9.059799212018394e-06,0.0016695401675940061
1044,9.056646248982633e-06,0.001667414417500396
1045,9.053496744901151e-06,0.0016652933838119585
1046,9.050350692496235e-06,0.0016631770516347525
1047,9.047208084512479e-06,0.0016610654061357656
1048,9.044068913716786e-06,0.001658958432542966
1049,9.040933172898022e-06,0.0016568561161445167
1050,9.037800854867262e-06,0.0016547584422895306
1051,9.034671952457549e-06,0.0016526653963861737
1052,9.031546458523723e-06,0.0016505769639027028
1053,9.028424365942455e-06,0.0016484931303666452
1054,9.025305667612097e-06,0.0016464138813645347
1055,9.022190356452653e-06,0.0016443392025416049
1056,9.019078425405694e-06,0.001642269079601339
1057,9.01596986743408e-06,0.001640203498305466
1058,9.012864675522224e-06,0.001638142444473797
1059,9.009762842675665e-06,0.0016360859039833392
1060,9.006664361921255e-06,0.001634033862768674
1061,9.00356922630681e-06,0.0016319863068211934
1062,9.000477428901328e-06,0.0016299432221888528
1063,8.997388962794486e-06,0.001627904594976248
1064,8.994303821097088e-06,0.0016258704113439831
1065,8.99122199694067e-06,0.0016238406575085137
1066,8.98814348347731e-06,0.0016218153197419068
1067,8.985068273879832e-06,0.0016197943843716468
1068,8.98199636134151e-06,0.0016177778377800252
1069,8.978927739076105e-06,0.0016157656664041356
1070,8.975862400317704e-06,0.001613757856735761
1071,8.972800338320716e-06,0.0016117543953206646
1072,8.969741546359723e-06,0.0016097552687584428
1073,8.966686017729462e-06,0.0016077604637028133
1074,8.963633745744688e-06,0.0016057699668603942
1075,8.96058472374023e-06,0.0016037837649913664
1076,8.95753894507056e-06,0.001601801844908606
1077,8.954496403110297e-06,0.0015998241934775076
1078,8.951457091253436e-06,0.0015978507976162101
1079,8.948421002914e-06,0.0015958816442946295
1080,8.945388131525204e-06,0.001593916720534351
1081,8.9423584705401e-06,0.0015919560134092653
1082,8.939332013431002e-06,0.0015899995100441087
1083,8.936308753689655e-06,0.0015880471976145241
1084,8.933288684826953e-06,0.001586099063347676
1085,8.930271800373079e-06,0.0015841550945206544
1086,8.927258093877427e-06,0.0015822152784612156
1087,8.92424755890829e-06,0.001580279602547296
1088,8.92124018905305e-06,0.0015783480542065137
1089,8.918235977917858e-06,0.0015764206209161196
1090,8.915234919127886e-06,0.0015744972902031105
1091,8.912237006326888e-06,0.0015725780496431152
1092,8.909242233177473e-06,0.0015706628868609115
1093,8.906250593360777e-06,0.0015687517895299806
1094,8.903262080576417e-06,0.0015668447453720433
1095,8.900276688542698e-06,0.0015649417421573142
1096,8.897294410995992e-06,0.0015630427677037588
1097,8.894315241691248e-06,0.0015611478098769445
1098,8.891339174401696e-06,0.001559256856590302
1099,8.888366202918602e-06,0.0015573698958044637
1100,8.885396321051437e-06,0.001555486915526818
1101,8.882429522627752e-06,0.0015536079038117716
1102,8.879465801492983e-06,0.0015517328487603154
1103,8.876505151510568e-06,0.0015498617385199202
1104,8.873547566561725e-06,0.0015479945612839193
1105,8.870593040545607e-06,0.0015461313052919717
1106,8.867641567378852e-06,0.0015442719588289065
1107,8.864693140995772e-06,0.0015424165102256254
1108,8.861747755348451e-06,0.0015405649478578106
1109,8.858805404406278e-06,0.0015387172601465625
1110,8.855866082156246e-06,0.0015368734355577485
1111,8.852929782602474e-06,0.0015350334626016257
1112,8.84999649976671e-06,0.0015331973298330832
1113,8.84706622768766e-06,0.0015313650258512593
1114,8.844138960421373e-06,0.0015295365392990568
1115,8.841214692040955e-06,0.001527711858863493
1116,8.838293416636652e-06,0.0015258909732746829
1117,8.835375128315553e-06,0.0015240738713066069
1118,8.832459821201746e-06,0.0015222605417761024
1119,8.82954748943617e-06,0.0015204509735430422
1120,8.82663812717651e-06,0.0015186451555101262
1121,8.823731728597265e-06,0.0015168430766226526
1122,8.820828287889462e-06,0.001515044725867832
1123,8.81792779926101e-06,0.0015132500922757986
1124,8.81503025693602e-06,0.0015114591649179679
1125,8.812135655155194e-06,0.0015096719329079234
1126,8.80924398817583e-06,0.0015078883854004878
1127,8.806355250271503e-06,0.0015061085115919888
1128,8.803469435731827e-06,0.001504332300720034
1129,8.800586538862962e-06,0.0015025597420631508
1130,8.79770655398711e-06,0.0015007908249406487
1131,8.794829475442575e-06,0.0014990255387124277
1132,8.791955297583877e-06,0.0014972638727786633
1133,8.789084014781308e-06,0.0014955058165798884
1134,8.786215621421204e-06,0.0014937513595966634
1135,8.783350111905808e-06,0.0014920004913494024
1136,8.78048748065299e-06,0.001490253201398185
1137,8.777627722096663e-06,0.0014885094793424855
1138,8.77477083068627e-06,0.00148676931482096
1139,8.771916800886836e-06,0.001485032697511778
1140,8.76906562717923e-06,0.001483299617131611
1141,8.766217304059535e-06,0.0014815700634358143
1142,8.763371826039487e-06,0.0014798440262190496
1143,8.760529187646165e-06,0.0014781214953134827
1144,8.757689383422048e-06,0.0014764024605897629
1145,8.754852407924927e-06,0.0014746869119569147
1146,8.75201825572775e-06,0.0014729748393614126
1147,8.749186921418707e-06,0.0014712662327876125
1148,8.746358399601152e-06,0.0014695610822572404
1149,8.743532684893354e-06,0.001467859377829517
1150,8.740709771928859e-06,0.0014661611096006594
1151,8.737889655355993e-06,0.001464466267704046
1152,8.73507232983804e-06,0.0014627748423098443
1153,8.732257790053134e-06,0.0014610868236245129
1154,8.729446030694194e-06,0.0014594022018914485
1155,8.726637046468934e-06,0.0014577209673903985
1156,8.723830832099675e-06,0.0014560431104368764
1157,8.721027382323558e-06,0.0014543686213826065
1158,8.718226691892026e-06,0.001452697490615121
1159,8.715428755571359e-06,0.0014510297085574744
1160,8.712633568142103e-06,0.0014493652656686013
1161,8.709841124399287e-06,0.0014477041524422008
1162,8.70705141915236e-06,0.0014460463594078374
1163,8.704264447225084e-06,0.0014443918771292197
1164,8.701480203455427e-06,0.0014427406962056043
1165,8.698698682695687e-06,0.00144109280727062
1166,8.695919879812151e-06,0.0014394482009926198
1167,8.693143789685465e-06,0.0014378068680743197
1168,8.69037040721014e-06,0.0014361687992523432
1169,8.687599727294893e-06,0.0014345339852976122
1170,8.684831744862087e-06,0.0014329024170151013
1171,8.682066454848458e-06,0.001431274085243424
1172,8.679303852204124e-06,0.0014296489808547524
1173,8.676543931893294e-06,0.0014280270947545101
1174,8.673786688894013e-06,0.0014264084178818922
1175,8.671032118197813e-06,0.0014247929412089118
1176,8.66828021481003e-06,0.0014231806557408512
1177,8.665530973749588e-06,0.0014215715525156157
1178,8.662784390048993e-06,0.0014199656226035844
1179,8.660040458754265e-06,0.001418362857108366
1180,8.65729917492483e-06,0.0014167632471655523
1181,8.654560533633737e-06,0.001415166783942958
1182,8.651824529967175e-06,0.0014135734586408354
1183,8.649091159024753e-06,0.0014119832624910438
1184,8.646360415919365e-06,0.0014103961867574669
1185,8.643632295777248e-06,0.0014088122227355478
1186,8.64090679373757e-06,0.001407231361752685
1187,8.638183904952821e-06,0.0014056535951673856
1188,8.635463624588618e-06,0.0014040789143693379
1189,8.632745947823537e-06,0.0014025073107795693
1190,8.630030869849197e-06,0.0014009387758499227
1191,8.627318385870107e-06,0.0013993733010632886
1192,8.624608491103756e-06,0.0013978108779331185
1193,8.621901180780459e-06,0.0013962514980036115
1194,8.619196450143326e-06,0.0013946951528493246
1195,8.61649429444834e-06,0.0013931418340750424
1196,8.61379470896411e-06,0.0013915915333158574
1197,8.611097688971935e-06,0.0013900442422369117
1198,8.608403229765827e-06,0.001388499952533211
1199,8.605711326652325e-06,0.0013869586559294366
1200,8.603021974950533e-06,0.0013854203441801966
1201,8.600335169991978e-06,0.0013838850090693484
1202,8.597650907120932e-06,0.0013823526424103312
1203,8.594969181693763e-06,0.0013808232360455848
1204,8.59228998907936e-06,0.0013792967818469812
1205,8.589613324658835e-06,0.0013777732717152132
1206,8.58693918382578e-06,0.001376252697579915
1207,8.584267561985976e-06,0.0013747350513995896
1208,8.58159845455717e-06,0.001373220325161037
